Win,location,WinOverall,LossOverall,WinOverall_opponent,LossOverall_opponent,Date,Season,Team,Opponent,gameNum,opponentGameNum,conference,conference_opponent,interconference,GameType
0,H,6.0,14.0,12.0,8.0,2018-01-20,2018,DetroitMercy,Oakland,15.0,21.0,Horizon,Horizon,False,RegularSeason
0,A,7.0,18.0,15.0,10.0,2018-02-09,2018,DetroitMercy,Oakland,19.0,26.0,Horizon,Horizon,False,PostSeasonConferenceTournament
1,H,6.0,8.0,9.0,5.0,2017-12-30,2018,GreenBay,Oakland,9.0,15.0,Horizon,Horizon,False,RegularSeason
0,A,7.0,15.0,14.0,10.0,2018-02-04,2018,IUPUI,Oakland,16.0,25.0,Horizon,Horizon,False,RegularSeason
1,N,9.0,1.0,6.0,4.0,2017-12-16,2018,MichiganState,Oakland,10.0,11.0,Big 10,Horizon,True,RegularSeason
0,H,7.0,6.0,8.0,5.0,2017-12-28,2018,Milwaukee,Oakland,7.0,14.0,Horizon,Horizon,False,RegularSeason
0,A,0.0,6.0,3.0,3.0,2017-11-30,2018,TexasSouthern,Oakland,6.0,7.0,SWAC,Horizon,True,RegularSeason
0,A,10.0,1.0,6.0,5.0,2017-12-20,2018,Towson,Oakland,6.0,12.0,CAA,Horizon,True,RegularSeason
0,H,8.0,10.0,11.0,8.0,2018-01-15,2018,IllinoisChicago,Oakland,11.0,20.0,Horizon,Horizon,False,RegularSeason
1,A,12.0,11.0,14.0,9.0,2018-02-02,2018,IllinoisChicago,Oakland,16.0,24.0,Horizon,Horizon,False,RegularSeason
1,A,11.0,5.0,9.0,7.0,2018-01-07,2018,WrightState,Oakland,12.0,17.0,Horizon,Horizon,False,RegularSeason
1,H,16.0,6.0,14.0,8.0,2018-01-28,2018,WrightState,Oakland,17.0,23.0,Horizon,Horizon,False,RegularSeason
0,A,5.0,11.0,9.0,8.0,2018-01-10,2018,YoungstownState,Oakland,14.0,18.0,Horizon,Horizon,False,RegularSeason
1,H,7.0,20.0,16.0,10.0,2018-02-14,2018,YoungstownState,Oakland,24.0,27.0,Horizon,Horizon,False,PostSeasonConferenceTournament
0,H,2.0,11.0,8.0,2.0,2017-12-16,2018,ChicagoState,Bradley,11.0,10.0,WAC,MVC,True,RegularSeason
1,H,6.0,7.0,10.0,3.0,2017-12-28,2018,Drake,Bradley,11.0,13.0,MVC,MVC,False,RegularSeason
1,A,12.0,12.0,17.0,7.0,2018-02-03,2018,Drake,Bradley,19.0,24.0,MVC,MVC,False,PostSeasonConferenceTournament
1,H,10.0,6.0,12.0,4.0,2018-01-06,2018,Evansville,Bradley,11.0,16.0,MVC,MVC,False,RegularSeason
0,A,12.0,8.0,13.0,7.0,2018-01-20,2018,Evansville,Bradley,15.0,20.0,MVC,MVC,False,RegularSeason
1,H,9.0,9.0,13.0,6.0,2018-01-17,2018,IllinoisState,Bradley,14.0,19.0,MVC,MVC,False,RegularSeason
0,H,10.0,11.0,15.0,7.0,2018-01-28,2018,IndianaState,Bradley,17.0,22.0,MVC,MVC,False,RegularSeason
0,A,2.0,7.0,7.0,2.0,2017-12-13,2018,LittleRock,Bradley,7.0,9.0,Sunbelt,MVC,True,RegularSeason
0,A,15.0,6.0,14.0,7.0,2018-01-23,2018,MissouriState,Bradley,14.0,21.0,MVC,MVC,False,RegularSeason
1,H,6.0,5.0,10.0,2.0,2017-12-22,2018,OleMiss,Bradley,8.0,12.0,SEC,MVC,True,RegularSeason
0,H,6.0,5.0,9.0,2.0,2017-12-20,2018,SoutheastMissouriState,Bradley,6.0,11.0,OVC,MVC,True,RegularSeason
0,A,8.0,5.0,10.0,4.0,2017-12-31,2018,NorthernIowa,Bradley,10.0,14.0,MVC,MVC,False,RegularSeason
1,H,11.0,13.0,17.0,8.0,2018-02-07,2018,NorthernIowa,Bradley,18.0,25.0,MVC,MVC,False,RegularSeason
0,A,9.0,6.0,11.0,4.0,2018-01-03,2018,Valparaiso,Bradley,13.0,15.0,MVC,MVC,False,RegularSeason
0,A,0.0,14.0,9.0,3.0,2018-12-29,2019,CoppinState,NotreDame,10.0,13.0,MEAC,ACC,True,RegularSeason
1,A,17.0,2.0,11.0,9.0,2019-01-28,2019,Duke,NotreDame,17.0,20.0,ACC,ACC,False,RegularSeason
1,H,21.0,6.0,13.0,14.0,2019-02-25,2019,FloridaState,NotreDame,25.0,26.0,ACC,ACC,False,PostSeasonConferenceTournament
1,H,10.0,8.0,11.0,7.0,2019-01-22,2019,GeorgiaTech,NotreDame,14.0,18.0,ACC,ACC,False,RegularSeason
0,A,11.0,12.0,12.0,11.0,2019-02-10,2019,GeorgiaTech,NotreDame,18.0,22.0,ACC,ACC,False,RegularSeason
0,A,2.0,4.0,5.0,1.0,2018-11-27,2019,Illinois,NotreDame,6.0,7.0,Big 10,ACC,True,RegularSeason
0,A,7.0,5.0,8.0,3.0,2018-12-20,2019,Jacksonville,NotreDame,8.0,12.0,A-Sun,ACC,True,RegularSeason
1,N,6.0,1.0,6.0,1.0,2018-12-04,2019,Oklahoma,NotreDame,7.0,8.0,Big 12,ACC,True,RegularSeason
0,N,6.0,4.0,6.0,3.0,2018-12-15,2019,Purdue,NotreDame,10.0,10.0,Big 10,ACC,True,RegularSeason
1,A,9.0,4.0,10.0,4.0,2019-01-05,2019,Syracuse,NotreDame,12.0,15.0,ACC,ACC,False,RegularSeason
1,H,11.0,1.0,10.0,3.0,2019-01-01,2019,VirginiaTech,NotreDame,8.0,14.0,ACC,ACC,False,RegularSeason
1,A,20.0,6.0,13.0,13.0,2019-02-23,2019,VirginiaTech,NotreDame,18.0,25.0,ACC,ACC,False,RegularSeason
1,A,9.0,15.0,13.0,12.0,2019-02-19,2019,WakeForest,NotreDame,19.0,24.0,ACC,ACC,False,RegularSeason
1,A,12.0,5.0,8.0,9.0,2019-01-16,2019,Drake,Bradley,11.0,17.0,MVC,MVC,False,RegularSeason
1,H,20.0,7.0,15.0,12.0,2019-02-19,2019,Drake,Bradley,19.0,27.0,MVC,MVC,False,PostSeasonConferenceTournament
0,H,9.0,12.0,10.0,11.0,2019-01-30,2019,Evansville,Bradley,17.0,21.0,MVC,MVC,False,RegularSeason
0,A,11.0,8.0,9.0,10.0,2019-01-23,2019,IllinoisState,Bradley,16.0,19.0,MVC,MVC,False,RegularSeason
0,H,14.0,12.0,14.0,12.0,2019-02-16,2019,IllinoisState,Bradley,22.0,26.0,MVC,MVC,False,PostSeasonConferenceTournament
1,H,8.0,5.0,8.0,6.0,2019-01-05,2019,IndianaState,Bradley,9.0,14.0,MVC,MVC,False,RegularSeason
0,A,12.0,11.0,12.0,12.0,2019-02-09,2019,IndianaState,Bradley,17.0,24.0,MVC,MVC,False,RegularSeason
1,A,7.0,9.0,8.0,8.0,2019-01-12,2019,MissouriState,Bradley,12.0,16.0,MVC,MVC,False,RegularSeason
1,H,9.0,11.0,10.0,10.0,2019-01-26,2019,MissouriState,Bradley,15.0,20.0,MVC,MVC,False,RegularSeason
0,A,4.0,7.0,7.0,5.0,2018-12-22,2019,SoutheasternLouisiana,Bradley,8.0,12.0,Southland,MVC,True,RegularSeason
1,A,5.0,8.0,8.0,5.0,2019-01-02,2019,NorthernIowa,Bradley,9.0,13.0,MVC,MVC,False,RegularSeason
0,H,10.0,13.0,11.0,12.0,2019-02-06,2019,NorthernIowa,Bradley,16.0,23.0,MVC,MVC,False,RegularSeason
1,H,9.0,6.0,8.0,7.0,2019-01-08,2019,Valparaiso,Bradley,11.0,15.0,MVC,MVC,False,RegularSeason
0,A,3.0,12.0,5.0,10.0,2019-01-05,2019,ChicagoState,UMKC,9.0,15.0,WAC,WAC,False,RegularSeason
1,H,8.0,4.0,5.0,9.0,2018-12-27,2019,Creighton,UMKC,10.0,14.0,Big East,WAC,True,RegularSeason
1,H,11.0,6.0,7.0,10.0,2019-01-17,2019,CalStateBakersfield,UMKC,12.0,17.0,WAC,WAC,False,RegularSeason
0,A,4.0,8.0,4.0,9.0,2018-12-22,2019,Elon,UMKC,7.0,13.0,CAA,WAC,True,RegularSeason
1,H,11.0,7.0,7.0,11.0,2019-01-19,2019,GrandCanyon,UMKC,15.0,18.0,WAC,WAC,False,RegularSeason
1,A,2.0,8.0,3.0,7.0,2018-12-13,2019,Milwaukee,UMKC,8.0,10.0,Horizon,WAC,True,RegularSeason
0,A,13.0,8.0,7.0,13.0,2019-01-26,2019,Seattle,UMKC,14.0,20.0,WAC,WAC,False,RegularSeason
1,A,13.0,7.0,7.0,12.0,2019-01-24,2019,UtahValley,UMKC,15.0,19.0,WAC,WAC,False,RegularSeason
0,H,3.0,16.0,12.0,8.0,2019-01-24,2019,ChicagoState,Seattle,12.0,17.0,WAC,WAC,False,RegularSeason
1,H,8.0,5.0,12.0,3.0,2019-01-03,2019,CalStateBakersfield,Seattle,10.0,12.0,WAC,WAC,False,RegularSeason
1,H,8.0,6.0,12.0,4.0,2019-01-05,2019,GrandCanyon,Seattle,13.0,13.0,WAC,WAC,False,RegularSeason
1,H,7.0,13.0,13.0,8.0,2019-01-26,2019,UMKC,Seattle,13.0,18.0,WAC,WAC,False,RegularSeason
0,A,5.0,2.0,5.0,2.0,2018-11-25,2019,Longwood,Seattle,6.0,6.0,Big South,WAC,True,RegularSeason
0,A,3.0,5.0,8.0,2.0,2018-12-06,2019,Omaha,Seattle,7.0,8.0,Summit,WAC,True,RegularSeason
0,H,6.0,6.0,9.0,3.0,2018-12-17,2019,Portland,Seattle,9.0,10.0,WCC,WAC,True,RegularSeason
1,H,11.0,6.0,12.0,5.0,2019-01-12,2019,UtahValley,Seattle,14.0,14.0,WAC,WAC,False,RegularSeason
1,H,6.0,3.0,9.0,2.0,2018-12-09,2019,Washington,Seattle,7.0,9.0,Pac 12,WAC,True,RegularSeason
0,H,4.0,11.0,6.0,9.0,2020-01-02,2020,ChicagoState,UtahValley,7.0,13.0,WAC,WAC,False,RegularSeason
1,H,9.0,10.0,8.0,12.0,2020-01-23,2020,CalStateBakersfield,UtahValley,13.0,18.0,WAC,WAC,False,RegularSeason
0,H,8.0,11.0,8.0,13.0,2020-01-25,2020,GrandCanyon,UtahValley,14.0,19.0,WAC,WAC,False,RegularSeason
1,H,8.0,7.0,7.0,9.0,2020-01-04,2020,UMKC,UtahValley,10.0,14.0,WAC,WAC,False,RegularSeason
1,H,3.0,9.0,5.0,8.0,2019-12-21,2020,LongBeachState,UtahValley,11.0,12.0,Big West,WAC,True,RegularSeason
1,H,8.0,9.0,7.0,10.0,2020-01-11,2020,Seattle,UtahValley,13.0,15.0,WAC,WAC,False,RegularSeason
1,A,1.0,5.0,4.0,5.0,2019-12-04,2020,WeberState,UtahValley,6.0,8.0,Big Sky,WAC,True,RegularSeason
0,H,3.0,8.0,4.0,8.0,2019-12-18,2020,Wyoming,UtahValley,11.0,11.0,MWC,WAC,True,RegularSeason
0,A,2.0,6.0,7.0,2.0,2009-12-12,2010,Davidson,Gonzaga,6.0,9.0,A-10,WCC,True,RegularSeason
1,N,8.0,1.0,8.0,2.0,2009-12-19,2010,Duke,Gonzaga,7.0,10.0,ACC,WCC,True,RegularSeason
0,H,9.0,4.0,10.0,3.0,2010-01-02,2010,Illinois,Gonzaga,11.0,13.0,Big 10,WCC,True,RegularSeason
0,H,16.0,6.0,18.0,4.0,2010-02-06,2010,Memphis,Gonzaga,20.0,22.0,AAC,WCC,True,PostSeasonConferenceTournament
0,A,8.0,4.0,9.0,3.0,2009-12-31,2010,Oklahoma,Gonzaga,10.0,12.0,Big 12,WCC,True,RegularSeason
0,A,7.0,12.0,14.0,3.0,2010-01-21,2010,Pepperdine,Gonzaga,16.0,17.0,WCC,WCC,False,RegularSeason
0,H,9.0,5.0,11.0,3.0,2010-01-09,2010,Portland,Gonzaga,13.0,14.0,WCC,WCC,False,RegularSeason
0,A,14.0,7.0,17.0,4.0,2010-02-04,2010,Portland,Gonzaga,19.0,21.0,WCC,WCC,False,PostSeasonConferenceTournament
0,H,15.0,2.0,12.0,3.0,2010-01-14,2010,SaintMarys,Gonzaga,15.0,15.0,WCC,WCC,False,RegularSeason
0,A,21.0,3.0,19.0,4.0,2010-02-11,2010,SaintMarys,Gonzaga,21.0,23.0,WCC,WCC,False,PostSeasonConferenceTournament
0,H,8.0,11.0,13.0,3.0,2010-01-16,2010,SanDiego,Gonzaga,14.0,16.0,WCC,WCC,False,RegularSeason
0,A,9.0,17.0,20.0,4.0,2010-02-13,2010,SanDiego,Gonzaga,20.0,24.0,WCC,WCC,False,PostSeasonConferenceTournament
1,H,7.0,14.0,17.0,3.0,2010-01-30,2010,SanFrancisco,Gonzaga,14.0,20.0,WCC,WCC,False,RegularSeason
0,H,9.0,13.0,16.0,3.0,2010-01-28,2010,SantaClara,Gonzaga,16.0,19.0,WCC,WCC,False,RegularSeason
1,H,8.0,3.0,9.0,2.0,2009-12-30,2010,Cincinnati,Connecticut,10.0,12.0,AAC,AAC,False,RegularSeason
1,A,14.0,9.0,14.0,10.0,2010-02-13,2010,Cincinnati,Connecticut,19.0,25.0,AAC,AAC,False,PostSeasonConferenceTournament
0,A,8.0,14.0,13.0,9.0,2010-02-06,2010,DePaul,Connecticut,18.0,23.0,Big East,AAC,True,RegularSeason
1,H,11.0,2.0,11.0,3.0,2010-01-09,2010,Georgetown,Connecticut,11.0,15.0,Big East,AAC,True,RegularSeason
0,A,6.0,1.0,5.0,1.0,2009-12-06,2010,Harvard,Connecticut,6.0,7.0,Ivy,AAC,True,RegularSeason
0,A,8.0,4.0,8.0,2.0,2009-12-27,2010,Iona,Connecticut,9.0,11.0,MAAC,AAC,True,RegularSeason
1,N,8.0,0.0,6.0,1.0,2009-12-09,2010,Kentucky,Connecticut,6.0,8.0,SEC,AAC,True,RegularSeason
1,H,13.0,8.0,13.0,8.0,2010-02-01,2010,Louisville,Connecticut,15.0,22.0,ACC,AAC,True,RegularSeason
1,A,12.0,8.0,13.0,7.0,2010-01-30,2010,Marquette,Connecticut,19.0,21.0,Big East,AAC,True,PostSeasonConferenceTournament
1,H,9.0,7.0,11.0,5.0,2010-01-17,2010,Michigan,Connecticut,15.0,17.0,Big 10,AAC,True,RegularSeason
0,A,12.0,2.0,9.0,3.0,2010-01-02,2010,NotreDame,Connecticut,13.0,13.0,ACC,AAC,True,RegularSeason
1,H,19.0,10.0,17.0,12.0,2010-03-03,2010,NotreDame,Connecticut,24.0,30.0,ACC,AAC,True,PostSeasonConferenceTournament
1,H,11.0,8.0,13.0,6.0,2010-01-27,2010,Providence,Connecticut,16.0,20.0,Big East,AAC,True,RegularSeason
0,H,14.0,12.0,15.0,11.0,2010-02-20,2010,Rutgers,Connecticut,22.0,27.0,Big 10,AAC,True,PostSeasonConferenceTournament
0,A,9.0,4.0,10.0,3.0,2010-01-06,2010,SetonHall,Connecticut,12.0,14.0,Big East,AAC,True,RegularSeason
1,H,23.0,1.0,14.0,9.0,2010-02-10,2010,Syracuse,Connecticut,19.0,24.0,ACC,AAC,True,RegularSeason
0,A,17.0,1.0,12.0,6.0,2010-01-23,2010,Texas,Connecticut,15.0,19.0,Big 12,AAC,True,RegularSeason
0,A,7.0,3.0,6.0,2.0,2009-12-20,2010,UCF,Connecticut,9.0,9.0,AAC,AAC,False,RegularSeason
0,H,22.0,2.0,14.0,11.0,2010-02-15,2010,Villanova,Connecticut,21.0,26.0,Big East,AAC,True,PostSeasonConferenceTournament
0,A,21.0,5.0,16.0,11.0,2010-02-22,2010,WestVirginia,Connecticut,22.0,28.0,Big 12,AAC,True,PostSeasonConferenceTournament
1,A,9.0,3.0,9.0,3.0,2010-01-02,2010,Cincinnati,Rutgers,11.0,13.0,AAC,Big 10,True,RegularSeason
0,A,0.0,7.0,4.0,2.0,2009-12-06,2010,Colgate,Rutgers,7.0,7.0,Patriot,Big 10,True,RegularSeason
1,H,14.0,3.0,9.0,9.0,2010-01-23,2010,Georgetown,Rutgers,14.0,19.0,Big East,Big 10,True,RegularSeason
0,A,18.0,5.0,12.0,12.0,2010-02-14,2010,Georgetown,Rutgers,19.0,24.0,Big East,Big 10,True,PostSeasonConferenceTournament
1,H,14.0,8.0,11.0,11.0,2010-02-06,2010,Louisville,Rutgers,16.0,23.0,ACC,Big 10,True,RegularSeason
1,H,11.0,8.0,9.0,10.0,2010-01-26,2010,Marquette,Rutgers,18.0,20.0,Big East,Big 10,True,RegularSeason
0,A,2.0,6.0,5.0,2.0,2009-12-09,2010,Monmouth,Rutgers,7.0,8.0,MAAC,Big 10,True,RegularSeason
0,A,3.0,6.0,7.0,2.0,2009-12-19,2010,NJIT,Rutgers,7.0,10.0,A-Sun,Big 10,True,RegularSeason
0,A,15.0,6.0,9.0,11.0,2010-01-30,2010,NotreDame,Rutgers,19.0,21.0,ACC,Big 10,True,RegularSeason
1,H,9.0,6.0,9.0,5.0,2010-01-09,2010,Providence,Rutgers,13.0,15.0,Big East,Big 10,True,RegularSeason
0,A,7.0,4.0,6.0,2.0,2009-12-15,2010,Rider,Rutgers,8.0,9.0,MAAC,Big 10,True,RegularSeason
1,H,15.0,10.0,14.0,13.0,2010-02-23,2010,SetonHall,Rutgers,20.0,27.0,Big East,Big 10,True,PostSeasonConferenceTournament
1,A,15.0,1.0,9.0,6.0,2010-01-13,2010,Syracuse,Rutgers,11.0,16.0,ACC,Big 10,True,RegularSeason
1,A,15.0,11.0,14.0,12.0,2010-02-20,2010,Connecticut,Rutgers,24.0,26.0,AAC,Big 10,True,PostSeasonConferenceTournament
1,A,16.0,1.0,9.0,8.0,2010-01-20,2010,Villanova,Rutgers,15.0,18.0,Big East,Big 10,True,RegularSeason
1,H,11.0,1.0,9.0,4.0,2010-01-06,2010,WestVirginia,Rutgers,12.0,14.0,Big 12,Big 10,True,RegularSeason
0,A,11.0,4.0,9.0,5.0,2010-01-09,2010,Cincinnati,SetonHall,13.0,14.0,AAC,Big East,True,RegularSeason
0,A,8.0,15.0,13.0,9.0,2010-02-14,2010,DePaul,SetonHall,19.0,22.0,Big East,Big East,False,PostSeasonConferenceTournament
1,H,12.0,2.0,10.0,5.0,2010-01-14,2010,Georgetown,SetonHall,12.0,15.0,Big East,Big East,False,RegularSeason
0,A,12.0,6.0,10.0,6.0,2010-01-21,2010,Louisville,SetonHall,12.0,16.0,ACC,Big East,True,RegularSeason
1,A,18.0,9.0,16.0,10.0,2010-02-28,2010,Marquette,SetonHall,23.0,26.0,Big East,Big East,False,PostSeasonConferenceTournament
0,A,4.0,7.0,8.0,1.0,2009-12-22,2010,Navy,SetonHall,7.0,9.0,Patriot,Big East,True,RegularSeason
0,A,17.0,7.0,12.0,9.0,2010-02-11,2010,NotreDame,SetonHall,21.0,21.0,ACC,Big East,True,PostSeasonConferenceTournament
0,A,14.0,13.0,15.0,10.0,2010-02-23,2010,Rutgers,SetonHall,23.0,25.0,Big 10,Big East,True,PostSeasonConferenceTournament
1,A,12.0,0.0,9.0,2.0,2009-12-29,2010,Syracuse,SetonHall,9.0,11.0,ACC,Big East,True,RegularSeason
1,A,8.0,2.0,8.0,0.0,2009-12-19,2010,Temple,SetonHall,8.0,8.0,AAC,Big East,True,RegularSeason
1,H,10.0,3.0,9.0,4.0,2010-01-06,2010,Connecticut,SetonHall,13.0,13.0,AAC,Big East,True,RegularSeason
1,H,19.0,1.0,12.0,7.0,2010-02-02,2010,Villanova,SetonHall,17.0,19.0,Big East,Big East,False,RegularSeason
1,N,11.0,1.0,9.0,3.0,2010-01-02,2010,VirginiaTech,SetonHall,11.0,12.0,ACC,Big East,True,RegularSeason
1,A,9.0,0.0,9.0,1.0,2009-12-26,2010,WestVirginia,SetonHall,9.0,10.0,Big 12,Big East,True,RegularSeason
1,H,20.0,5.0,15.0,9.0,2010-02-20,2010,WestVirginia,SetonHall,21.0,24.0,Big 12,Big East,True,PostSeasonConferenceTournament
0,H,14.0,8.0,22.0,1.0,2010-02-07,2010,Cincinnati,Syracuse,18.0,24.0,AAC,ACC,True,RegularSeason
0,H,8.0,12.0,20.0,1.0,2010-01-30,2010,DePaul,Syracuse,16.0,22.0,Big East,ACC,True,RegularSeason
0,N,8.0,0.0,8.0,0.0,2009-12-10,2010,Florida,Syracuse,8.0,9.0,SEC,ACC,True,RegularSeason
0,A,15.0,3.0,19.0,1.0,2010-01-25,2010,Georgetown,Syracuse,15.0,21.0,Big East,ACC,True,RegularSeason
0,H,18.0,6.0,24.0,2.0,2010-02-18,2010,Georgetown,Syracuse,20.0,27.0,Big East,ACC,True,PostSeasonConferenceTournament
1,A,15.0,9.0,24.0,1.0,2010-02-14,2010,Louisville,Syracuse,17.0,26.0,ACC,ACC,False,RegularSeason
0,A,11.0,7.0,18.0,1.0,2010-01-23,2010,Marquette,Syracuse,17.0,20.0,Big East,ACC,True,RegularSeason
0,A,10.0,3.0,13.0,1.0,2010-01-06,2010,Memphis,Syracuse,12.0,15.0,AAC,ACC,True,RegularSeason
0,H,14.0,4.0,17.0,1.0,2010-01-18,2010,NotreDame,Syracuse,16.0,19.0,ACC,ACC,False,RegularSeason
0,A,6.0,6.0,11.0,0.0,2009-12-22,2010,Oakland,Syracuse,8.0,12.0,Horizon,ACC,True,RegularSeason
0,A,12.0,9.0,21.0,1.0,2010-02-02,2010,Providence,Syracuse,18.0,23.0,Big East,ACC,True,RegularSeason
0,H,9.0,6.0,15.0,1.0,2010-01-13,2010,Rutgers,Syracuse,14.0,17.0,Big 10,ACC,True,RegularSeason
0,H,9.0,2.0,12.0,0.0,2009-12-29,2010,SetonHall,Syracuse,10.0,13.0,Big East,ACC,True,RegularSeason
0,A,14.0,9.0,23.0,1.0,2010-02-10,2010,Connecticut,Syracuse,21.0,25.0,AAC,ACC,True,PostSeasonConferenceTournament
0,A,23.0,4.0,26.0,2.0,2010-02-27,2010,Villanova,Syracuse,22.0,29.0,Big East,ACC,True,PostSeasonConferenceTournament
0,H,13.0,2.0,16.0,1.0,2010-01-16,2010,WestVirginia,Syracuse,14.0,18.0,Big 12,ACC,True,RegularSeason
0,H,15.0,10.0,16.0,9.0,2010-02-21,2010,Cincinnati,Marquette,20.0,25.0,AAC,Big East,True,PostSeasonConferenceTournament
1,H,7.0,10.0,11.0,6.0,2010-01-20,2010,DePaul,Marquette,13.0,17.0,Big East,Big East,False,RegularSeason
0,A,8.0,13.0,13.0,8.0,2010-02-03,2010,DePaul,Marquette,17.0,21.0,Big East,Big East,False,RegularSeason
0,A,11.0,1.0,9.0,5.0,2010-01-06,2010,Georgetown,Marquette,10.0,14.0,Big East,Big East,False,RegularSeason
0,A,6.0,3.0,6.0,2.0,2009-12-08,2010,Milwaukee,Marquette,6.0,8.0,Horizon,Big East,True,RegularSeason
1,A,5.0,1.0,6.0,1.0,2009-12-05,2010,NCState,Marquette,7.0,7.0,ACC,Big East,True,RegularSeason
0,A,1.0,6.0,7.0,3.0,2009-12-19,2010,NorthFlorida,Marquette,6.0,10.0,A-Sun,Big East,True,RegularSeason
0,A,2.0,10.0,8.0,3.0,2009-12-27,2010,Presbyterian,Marquette,11.0,11.0,Big South,Big East,True,RegularSeason
0,A,11.0,6.0,10.0,6.0,2010-01-17,2010,Providence,Marquette,15.0,16.0,Big East,Big East,False,RegularSeason
0,H,12.0,10.0,14.0,8.0,2010-02-06,2010,Providence,Marquette,19.0,22.0,Big East,Big East,False,PostSeasonConferenceTournament
0,A,9.0,10.0,11.0,8.0,2010-01-26,2010,Rutgers,Marquette,17.0,19.0,Big 10,Big East,True,RegularSeason
0,H,16.0,10.0,18.0,9.0,2010-02-28,2010,SetonHall,Marquette,21.0,27.0,Big East,Big East,False,PostSeasonConferenceTournament
1,H,18.0,1.0,11.0,7.0,2010-01-23,2010,Syracuse,Marquette,14.0,18.0,ACC,Big East,True,RegularSeason
0,H,13.0,7.0,12.0,8.0,2010-01-30,2010,Connecticut,Marquette,18.0,20.0,AAC,Big East,True,RegularSeason
1,A,11.0,1.0,9.0,4.0,2010-01-02,2010,Villanova,Marquette,10.0,13.0,Big East,Big East,False,RegularSeason
1,H,13.0,1.0,10.0,5.0,2010-01-09,2010,Villanova,Marquette,12.0,15.0,Big East,Big East,False,RegularSeason
1,H,10.0,0.0,9.0,3.0,2009-12-29,2010,WestVirginia,Marquette,10.0,12.0,Big 12,Big East,True,RegularSeason
1,H,6.0,2.0,7.0,2.0,2009-12-12,2010,Wisconsin,Marquette,8.0,9.0,Big 10,Big East,True,RegularSeason
0,A,16.0,11.0,21.0,6.0,2010-02-27,2010,Cincinnati,WestVirginia,22.0,28.0,AAC,Big 12,True,PostSeasonConferenceTournament
0,H,4.0,7.0,7.0,0.0,2009-12-19,2010,ClevelandState,WestVirginia,7.0,8.0,Horizon,Big 12,True,RegularSeason
0,H,8.0,11.0,15.0,3.0,2010-01-26,2010,DePaul,WestVirginia,15.0,19.0,Big East,Big 12,True,RegularSeason
0,A,19.0,8.0,22.0,6.0,2010-03-01,2010,Georgetown,WestVirginia,23.0,29.0,Big East,Big 12,True,PostSeasonConferenceTournament
0,A,13.0,7.0,16.0,3.0,2010-01-30,2010,Louisville,WestVirginia,14.0,20.0,ACC,Big 12,True,RegularSeason
0,A,9.0,3.0,10.0,0.0,2009-12-29,2010,Marquette,WestVirginia,11.0,11.0,Big East,Big 12,True,RegularSeason
0,H,15.0,2.0,13.0,3.0,2010-01-20,2010,Marshall,WestVirginia,11.0,17.0,C-USA,Big 12,True,RegularSeason
1,H,13.0,3.0,12.0,1.0,2010-01-09,2010,NotreDame,WestVirginia,14.0,14.0,ACC,Big 12,True,RegularSeason
0,A,14.0,5.0,14.0,3.0,2010-01-23,2010,OhioState,WestVirginia,15.0,18.0,Big 10,Big 12,True,RegularSeason
0,A,10.0,1.0,8.0,0.0,2009-12-23,2010,OleMiss,WestVirginia,10.0,9.0,SEC,Big 12,True,RegularSeason
0,H,12.0,13.0,19.0,5.0,2010-02-17,2010,Providence,WestVirginia,22.0,25.0,Big East,Big 12,True,PostSeasonConferenceTournament
1,H,12.0,0.0,11.0,0.0,2010-01-01,2010,Purdue,WestVirginia,9.0,12.0,Big 10,Big 12,True,RegularSeason
0,A,9.0,4.0,11.0,1.0,2010-01-06,2010,Rutgers,WestVirginia,12.0,13.0,Big 10,Big 12,True,RegularSeason
0,H,9.0,1.0,9.0,0.0,2009-12-26,2010,SetonHall,WestVirginia,9.0,10.0,Big East,Big 12,True,RegularSeason
0,A,15.0,9.0,20.0,5.0,2010-02-20,2010,SetonHall,WestVirginia,19.0,26.0,Big East,Big 12,True,PostSeasonConferenceTournament
1,A,16.0,1.0,13.0,2.0,2010-01-16,2010,Syracuse,WestVirginia,12.0,16.0,ACC,Big 12,True,RegularSeason
1,H,16.0,11.0,21.0,5.0,2010-02-22,2010,Connecticut,WestVirginia,25.0,27.0,AAC,Big 12,True,PostSeasonConferenceTournament
1,A,20.0,2.0,19.0,3.0,2010-02-08,2010,Villanova,WestVirginia,19.0,23.0,Big East,Big 12,True,PostSeasonConferenceTournament
1,H,14.0,5.0,15.0,6.0,2011-01-30,2011,Duquesne,Dayton,16.0,20.0,A-10,A-10,False,RegularSeason
0,A,17.0,7.0,18.0,9.0,2011-02-19,2011,Duquesne,Dayton,19.0,26.0,A-10,A-10,False,PostSeasonConferenceTournament
0,A,9.0,2.0,10.0,3.0,2010-12-29,2011,GeorgeMason,Dayton,9.0,13.0,A-10,A-10,False,RegularSeason
0,H,11.0,12.0,16.0,7.0,2011-02-05,2011,LaSalle,Dayton,18.0,22.0,A-10,A-10,False,RegularSeason
1,H,8.0,5.0,13.0,3.0,2011-01-09,2011,Massachusetts,Dayton,10.0,16.0,A-10,A-10,False,RegularSeason
0,H,5.0,8.0,12.0,3.0,2011-01-05,2011,SaintLouis,Dayton,12.0,15.0,A-10,A-10,False,RegularSeason
